date,rank,song_title,artist
2021-01-16,86,Took Her To The O,King Von
2021-01-16,87,Girl Like Me,Black Eyed Peas 
2021-01-16,88,Momma's House,Dustin Lynch
2021-01-16,89,One Too Many,Keith Urban Duet With P!nk
2021-01-16,90,Kacey Talk,YoungBoy Never Broke Again
2021-01-16,91,Wonder,Shawn Mendes
2021-01-16,92,La Noche de Anoche,Bad Bunny 
2021-01-16,93,Back In Blood,Pooh Shiesty 
2021-01-16,94,Hell Of A View,Eric Church
2021-01-16,95,Almost Maybes,Jordan Davis
2021-01-16,96,Everywhere But On,Matt Stell
2021-01-16,97,Lady,Brett Young
2021-01-16,98,Still Goin Down,Morgan Wallen
2021-01-16,99,Reminds Me Of You,The Kid LAROI 
2021-01-16,100,Heat Waves,Glass Animals
2021-01-23,1,Drivers License,Olivia Rodrigo
2021-01-23,2,Mood,24kGoldn 
2021-01-23,3,Positions,Ariana Grande
2021-01-23,4,Blinding Lights,The Weeknd
2021-01-23,5,Go Crazy,Chris Brown 
2021-01-23,6,Levitating,Dua Lipa 
2021-01-23,7,Holy,Justin Bieber 
2021-01-23,8,Bang!,AJR
2021-01-23,9,Wasted On You,Morgan Wallen
2021-01-23,10,Good Days,SZA
2021-01-23,11,34+35,Ariana Grande
2021-01-23,12,Lonely,Justin Bieber 
2021-01-23,13,Laugh Now Cry Later,Drake 
2021-01-23,14,I Hope,Gabby Barrett 
2021-01-23,15,For The Night,Pop Smoke 
2021-01-23,16,More Than My Hometown,Morgan Wallen
2021-01-23,17,Therefore I Am,Billie Eilish
2021-01-23,18,7 Summers,Morgan Wallen
2021-01-23,19,Lemonade,Internet Money 
2021-01-23,20,Body,Megan Thee Stallion
2021-01-23,21,Save Your Tears,The Weeknd
2021-01-23,22,Anyone,Justin Bieber
2021-01-23,23,Dakiti,Bad Bunny 
2021-01-23,24,Better Together,Luke Combs
2021-01-23,25,Whoopty,CJ
2021-01-23,26,Somebody's Problem,Morgan Wallen
2021-01-23,27,What You Know Bout Love,Pop Smoke
2021-01-23,28,Kings & Queens,Ava Ma
2021-01-23,29,Willow,Taylor Swift
2021-01-23,30,I Should Probably Go To Bed,Dan + Shay
2021-01-23,31,Before You Go,Lewis Capaldi
2021-01-23,32,Sand In My Boots,Morgan Wallen
2021-01-23,33,You Broke Me First.,Tate McRae
2021-01-23,34,Rockstar,DaBaby 
2021-01-23,35,Dynamite,BTS
2021-01-23,36,Afterglow,Ed Sheeran
2021-01-23,37,On Me,Lil Baby
2021-01-23,38,Starting Over,Chris Stapleton
2021-01-23,39,Best Friend,Saweetie 
2021-01-23,40,My Ex's Best Friend,Machine Gun Kelly 
2021-01-23,41,Whats Poppin,Jack Harlow 
2021-01-23,42,Warning,Morgan Wallen
2021-01-23,43,Savage Love (Laxed - Siren Beat),Jawsh 685 
2021-01-23,44,Good Time,Niko Moon
2021-01-23,45,Still Goin Down,Morgan Wallen
2021-01-23,46,865,Morgan Wallen
2021-01-23,47,Diamonds,Sam Smith
2021-01-23,48,WAP,Cardi B 
2021-01-23,49,Hole In The Bottle,Kelsea Ballerini
2021-01-23,50,Hawai,Maluma 
2021-01-23,51,Cry Baby,Megan Thee Stallion 
2021-01-23,52,Cover Me Up,Morgan Wallen
2021-01-23,53,Champagne Night,Lady A
2021-01-23,54,You're Mines Still,Yung Bleu 
2021-01-23,55,Monster,Shawn Mendes 
2021-01-23,56,B.S.,Jhene Aiko 
2021-01-23,57,Without You,The Kid LAROI
2021-01-23,58,Holiday,Lil Nas 
2021-01-23,59,"Big, Big Plans",Chris Lane
2021-01-23,60,Love You Like I Used To,Russell Dickerson
2021-01-23,61,Still Trappin',Lil Durk 
2021-01-23,62,Dangerous,Morgan Wallen
2021-01-23,63,Neon Eyes,Morgan Wallen
2021-01-23,64,Damage,H.E.R.
2021-01-23,65,Mr. Right Now,21 Savage 
2021-01-23,66,More Surprised Than Me,Morgan Wallen
2021-01-23,67,Forever After All,Luke Combs
2021-01-23,68,Back To The Streets,Saweetie 
2021-01-23,69,Throat Baby (Go Baby),BRS Kash
2021-01-23,70,Happy Does,Kenny Chesney
2021-01-23,71,Tyler Herro,Jack Harlow
2021-01-23,72,Take You Dancing,Jason Derulo
2021-01-23,73,Prisoner,Miley Cyrus 
2021-01-23,74,Livin' The Dream,Morgan Wallen
2021-01-23,75,Put Your Records On,Ritt Momney
2021-01-23,76,What's Your Country Song,Thomas Rhett
2021-01-23,77,Beers And Sunshine,Darius Rucker
2021-01-23,78,Back In Blood,Pooh Shiesty 
2021-01-23,79,Long Live,Florida Georgia Line
2021-01-23,80,Hit Different,SZA 
2021-01-23,81,Monsters,All Time Low 
2021-01-23,82,Down To One,Luke Bryan
2021-01-23,83,Whiskey'd My Way,Morgan Wallen
2021-01-23,84,Your Bartender,Morgan Wallen
2021-01-23,85,Golden,Harry Styles
2021-01-23,86,Outlaw,Morgan Wallen 
2021-01-23,87,Just The Way,Parmalee 
2021-01-23,88,Bichota,Karol G
2021-01-23,89,The Good Ones,Gabby Barrett
2021-01-23,90,Only Thing That's Gone,Morgan Wallen 
2021-01-23,91,Streets,Doja Cat
2021-01-23,92,This Bar,Morgan Wallen
2021-01-23,93,Wonderin' Bout The Wind,Morgan Wallen
2021-01-23,94,So Done,The Kid LAROI
2021-01-23,95,Pick Up Your Feelings,Jazmine Sullivan
2021-01-23,96,Adderall (Corvette Corvette),Popp Hunna
2021-01-23,97,Girl Like Me,Jazmine Sullivan 
2021-01-23,98,Midnight Sky,Miley Cyrus
2021-01-23,99,Moonwalking In Calabasas,DDG
2021-01-23,100,Buss It,Erica Banks
2021-01-30,1,Drivers License,Olivia Rodrigo
2021-01-30,2,34+35,Ariana Grande
2021-01-30,3,Mood,24kGoldn 
2021-01-30,4,Blinding Lights,The Weeknd
2021-01-30,5,Positions,Ariana Grande
2021-01-30,6,Levitating,Dua Lipa 
2021-01-30,7,Go Crazy,Chris Brown 
2021-01-30,8,Holy,Justin Bieber 
2021-01-30,9,Bang!,AJR
2021-01-30,10,Good Days,SZA
2021-01-30,11,For The Night,Pop Smoke 
2021-01-30,12,I Hope,Gabby Barrett 
2021-01-30,13,Therefore I Am,Billie Eilish
2021-01-30,14,Lonely,Justin Bieber 
2021-01-30,15,Better Together,Luke Combs
2021-01-30,16,Body,Megan Thee Stallion
2021-01-30,17,Laugh Now Cry Later,Drake 
2021-01-30,18,Dakiti,Bad Bunny 
2021-01-30,19,Whoopty,CJ
2021-01-30,20,Save Your Tears,The Weeknd
2021-01-30,21,Lemonade,Internet Money 
2021-01-30,22,Bad Boy,Juice WRLD 
2021-01-30,23,What You Know Bout Love,Pop Smoke
2021-01-30,24,Wasted On You,Morgan Wallen
2021-01-30,25,7 Summers,Morgan Wallen
2021-01-30,26,Anyone,Justin Bieber
2021-01-30,27,More Than My Hometown,Morgan Wallen
2021-01-30,28,Willow,Taylor Swift
2021-01-30,29,Kings & Queens,Ava Ma
2021-01-30,30,Before You Go,Lewis Capaldi
2021-01-30,31,You Broke Me First.,Tate McRae
2021-01-30,32,You're Mines Still,Yung Bleu 
2021-01-30,33,On Me,Lil Baby
2021-01-30,34,My Ex's Best Friend,Machine Gun Kelly 
2021-01-30,35,Starting Over,Chris Stapleton
2021-01-30,36,Somebody's Problem,Morgan Wallen
2021-01-30,37,Rockstar,DaBaby 
2021-01-30,38,I Should Probably Go To Bed,Dan + Shay
2021-01-30,39,Streets,Doja Cat
2021-01-30,40,Sand In My Boots,Morgan Wallen
2021-01-30,41,Afterglow,Ed Sheeran
2021-01-30,42,Good Time,Niko Moon
2021-01-30,43,Whats Poppin,Jack Harlow 
2021-01-30,44,Hole In The Bottle,Kelsea Ballerini
2021-01-30,45,Dynamite,BTS
2021-01-30,46,Back In Blood,Pooh Shiesty 
2021-01-30,47,Diamonds,Sam Smith
2021-01-30,48,Savage Love (Laxed - Siren Beat),Jawsh 685 
2021-01-30,49,Best Friend,Saweetie 
2021-01-30,50,WAP,Cardi B 
2021-01-30,51,Cry Baby,Megan Thee Stallion 
2021-01-30,52,Without You,The Kid LAROI
2021-01-30,53,Damage,H.E.R.
2021-01-30,54,Throat Baby (Go Baby),BRS Kash
2021-01-30,55,Masterpiece,DaBaby
2021-01-30,56,Love You Like I Used To,Russell Dickerson
2021-01-30,57,Happy Does,Kenny Chesney
2021-01-30,58,Back To The Streets,Saweetie 
2021-01-30,59,Holiday,Lil Nas 
2021-01-30,60,What's Your Country Song,Thomas Rhett
2021-01-30,61,Put Your Records On,Ritt Momney
2021-01-30,62,Champagne Night,Lady A
2021-01-30,63,Still Trappin',Lil Durk 
2021-01-30,64,Beers And Sunshine,Darius Rucker
2021-01-30,65,Forever After All,Luke Combs
2021-01-30,66,Still Goin Down,Morgan Wallen
2021-01-30,67,Monster,Shawn Mendes 
2021-01-30,68,"Big, Big Plans",Chris Lane
2021-01-30,69,Tyler Herro,Jack Harlow
2021-01-30,70,Down To One,Luke Bryan
2021-01-30,71,Cover Me Up,Morgan Wallen
2021-01-30,72,Warning,Morgan Wallen
2021-01-30,73,Just The Way,Parmalee 
2021-01-30,74,865,Morgan Wallen
2021-01-30,75,Mr. Right Now,21 Savage 
2021-01-30,76,Undivided,Tim McGraw 
2021-01-30,77,Monsters,All Time Low 
2021-01-30,78,Take You Dancing,Jason Derulo
2021-01-30,79,Prisoner,Miley Cyrus 
2021-01-30,80,Long Live,Florida Georgia Line
2021-01-30,81,The Good Ones,Gabby Barrett
2021-01-30,82,Golden,Harry Styles
2021-01-30,83,Buss It,Erica Banks
2021-01-30,84,Beat Box,SpotemGottem 
2021-01-30,85,Goosebumps,Travis Scott 
2021-01-30,86,Hit Different,SZA 
2021-01-30,87,So Done,The Kid LAROI
2021-01-30,88,Bichota,Karol G
2021-01-30,89,Moonwalking In Calabasas,DDG
2021-01-30,90,Adderall (Corvette Corvette),Popp Hunna
2021-01-30,91,Girl Like Me,Black Eyed Peas 
2021-01-30,92,De Una Vez,Selena Gomez
2021-01-30,93,Momma's House,Dustin Lynch
2021-01-30,94,Better Days,Ant Clemons 
2021-01-30,95,Lady,Brett Young
2021-01-30,96,Drankin N Smokin,Future 
2021-01-30,97,Somebody Like That,Tenille Arts
2021-01-30,98,One Too Many,Keith Urban Duet With P!nk
2021-01-30,99,Hell Of A View,Eric Church
2021-01-30,100,Dangerous,Morgan Wallen
2021-02-06,1,Drivers License,Olivia Rodrigo
2021-02-06,2,Mood,24kGoldn 
2021-02-06,3,Blinding Lights,The Weeknd
2021-02-06,4,34+35,Ariana Grande
2021-02-06,5,Levitating,Dua Lipa 
2021-02-06,6,Go Crazy,Chris Brown 
2021-02-06,7,Positions,Ariana Grande
2021-02-06,8,Holy,Justin Bieber 
2021-02-06,9,Good Days,SZA
2021-02-06,10,Bang!,AJR
2021-02-06,11,For The Night,Pop Smoke 
2021-02-06,12,Therefore I Am,Billie Eilish
2021-02-06,13,Lonely,Justin Bieber 
2021-02-06,14,Save Your Tears,The Weeknd
2021-02-06,15,Better Together,Luke Combs
2021-02-06,16,Whoopty,CJ
2021-02-06,17,I Hope,Gabby Barrett 
2021-02-06,18,Body,Megan Thee Stallion
2021-02-06,19,What You Know Bout Love,Pop Smoke
2021-02-06,20,Dakiti,Bad Bunny 
2021-02-06,21,Lemonade,Internet Money 
2021-02-06,22,Laugh Now Cry Later,Drake 
2021-02-06,23,7 Summers,Morgan Wallen
2021-02-06,24,Throat Baby (Go Baby),BRS Kash
2021-02-06,25,Streets,Doja Cat
2021-02-06,26,Anyone,Justin Bieber
2021-02-06,27,You Broke Me First.,Tate McRae
2021-02-06,28,Willow,Taylor Swift
2021-02-06,29,On Me,Lil Baby
2021-02-06,30,More Than My Hometown,Morgan Wallen
2021-02-06,31,Wasted On You,Morgan Wallen
2021-02-06,32,You're Mines Still,Yung Bleu 
2021-02-06,33,Before You Go,Lewis Capaldi
2021-02-06,34,My Ex's Best Friend,Machine Gun Kelly 
2021-02-06,35,Kings & Queens,Ava Ma
2021-02-06,36,Starting Over,Chris Stapleton
2021-02-06,37,Good Time,Niko Moon
2021-02-06,38,Sand In My Boots,Morgan Wallen
2021-02-06,39,Afterglow,Ed Sheeran
2021-02-06,40,Back In Blood,Pooh Shiesty 
2021-02-06,41,Rockstar,DaBaby 
2021-02-06,42,Hole In The Bottle,Kelsea Ballerini
2021-02-06,43,Somebody's Problem,Morgan Wallen
2021-02-06,44,Whats Poppin,Jack Harlow 
2021-02-06,45,Best Friend,Saweetie 
2021-02-06,46,Dynamite,BTS
2021-02-06,47,Without You,The Kid LAROI
2021-02-06,48,Skin,Sabrina Carpenter
2021-02-06,49,Diamonds,Sam Smith
2021-02-06,50,Happy Does,Kenny Chesney
2021-02-06,51,Savage Love (Laxed - Siren Beat),Jawsh 685 
2021-02-06,52,Damage,H.E.R.
2021-02-06,53,Beers And Sunshine,Darius Rucker
2021-02-06,54,Cry Baby,Megan Thee Stallion 
2021-02-06,55,Put Your Records On,Ritt Momney
2021-02-06,56,Just The Way,Parmalee 
2021-02-06,57,Bad Boy,Juice WRLD 
2021-02-06,58,Down To One,Luke Bryan
2021-02-06,59,What's Your Country Song,Thomas Rhett
2021-02-06,60,Beat Box,SpotemGottem 
2021-02-06,61,Back To The Streets,Saweetie 
2021-02-06,62,Lo Vas A Olvidar,Billie Eilish 
2021-02-06,63,Tyler Herro,Jack Harlow
2021-02-06,64,The Good Ones,Gabby Barrett
2021-02-06,65,Golden,Harry Styles
2021-02-06,66,Forever After All,Luke Combs
2021-02-06,67,Buss It,Erica Banks
2021-02-06,68,Long Live,Florida Georgia Line
2021-02-06,69,Monsters,All Time Low 
2021-02-06,70,Monster,Shawn Mendes 
2021-02-06,71,Holiday,Lil Nas 
2021-02-06,72,Still Goin Down,Morgan Wallen
2021-02-06,73,Goosebumps,Travis Scott 
2021-02-06,74,Cover Me Up,Morgan Wallen
2021-02-06,75,Bichota,Karol G
2021-02-06,76,Warning,Morgan Wallen
2021-02-06,77,865,Morgan Wallen
2021-02-06,78,Take You Dancing,Jason Derulo
2021-02-06,79,So Done,The Kid LAROI
2021-02-06,80,Mr. Right Now,21 Savage 
2021-02-06,81,Prisoner,Miley Cyrus 
2021-02-06,82,"Big, Big Plans",Chris Lane
2021-02-06,83,Hit Different,SZA 
2021-02-06,84,Still Trappin',Lil Durk 
2021-02-06,85,Girl Like Me,Black Eyed Peas 
2021-02-06,86,Lady,Brett Young
2021-02-06,87,Momma's House,Dustin Lynch
2021-02-06,88,Moonwalking In Calabasas,DDG
2021-02-06,89,Somebody Like That,Tenille Arts
2021-02-06,90,Hell Of A View,Eric Church
2021-02-06,91,Heat Waves,Glass Animals
2021-02-06,92,Masterpiece,DaBaby
2021-02-06,93,Champagne Night,Lady A
2021-02-06,94,Drankin N Smokin,Future 
2021-02-06,95,You Got It,VEDO
2021-02-06,96,One Too Many,Keith Urban Duet With P!nk
2021-02-06,97,Opp Stoppa,YBN Nahmir 
2021-02-06,98,Kacey Talk,YoungBoy Never Broke Again
2021-02-06,99,Adderall (Corvette Corvette),Popp Hunna
2021-02-06,100,Antes,Anuel AA 
2021-02-13,1,Drivers License,Olivia Rodrigo
2021-02-13,2,Mood,24kGoldn 
2021-02-13,3,Blinding Lights,The Weeknd
2021-02-13,4,34+35,Ariana Grande
2021-02-13,5,Levitating,Dua Lipa 
2021-02-13,6,Go Crazy,Chris Brown 
2021-02-13,7,Positions,Ariana Grande
2021-02-13,8,Save Your Tears,The Weeknd
2021-02-13,9,Holy,Justin Bieber 
2021-02-13,10,Whoopty,CJ
2021-02-13,11,Good Days,SZA
2021-02-13,12,Lonely,Justin Bieber 
2021-02-13,13,What You Know Bout Love,Pop Smoke
2021-02-13,14,Therefore I Am,Billie Eilish
2021-02-13,15,For The Night,Pop Smoke 
2021-02-13,16,Bang!,AJR
2021-02-13,17,Better Together,Luke Combs
2021-02-13,18,Streets,Doja Cat
2021-02-13,19,I Hope,Gabby Barrett 
2021-02-13,20,Body,Megan Thee Stallion
2021-02-13,21,Dakiti,Bad Bunny 
2021-02-13,22,Lemonade,Internet Money 
2021-02-13,23,You Broke Me First.,Tate McRae
2021-02-13,24,Laugh Now Cry Later,Drake 
2021-02-13,25,My Ex's Best Friend,Machine Gun Kelly 
2021-02-13,26,Wasted On You,Morgan Wallen
2021-02-13,27,You're Mines Still,Yung Bleu 
2021-02-13,28,Anyone,Justin Bieber
2021-02-13,29,Willow,Taylor Swift
2021-02-13,30,On Me,Lil Baby
2021-02-13,31,Good Time,Niko Moon
2021-02-13,32,Sand In My Boots,Morgan Wallen
2021-02-13,33,Throat Baby (Go Baby),BRS Kash
2021-02-13,34,Before You Go,Lewis Capaldi
2021-02-13,35,7 Summers,Morgan Wallen
2021-02-13,36,Starting Over,Chris Stapleton
2021-02-13,37,Back In Blood,Pooh Shiesty 
2021-02-13,38,More Than My Hometown,Morgan Wallen
2021-02-13,39,Finesse Out The Gang Way,Lil Durk 
2021-02-13,40,Hole In The Bottle,Kelsea Ballerini
2021-02-13,41,Kings & Queens,Ava Ma
2021-02-13,42,Best Friend,Saweetie 
2021-02-13,43,Cry Baby,Megan Thee Stallion 
2021-02-13,44,Rockstar,DaBaby 
2021-02-13,45,Afterglow,Ed Sheeran
2021-02-13,46,Dynamite,BTS
2021-02-13,47,Happy Does,Kenny Chesney
2021-02-13,48,Somebody's Problem,Morgan Wallen
2021-02-13,49,Whats Poppin,Jack Harlow 
2021-02-13,50,Put Your Records On,Ritt Momney
2021-02-13,51,Damage,H.E.R.
2021-02-13,52,Without You,The Kid LAROI
2021-02-13,53,Should've Ducked,Lil Durk 
2021-02-13,54,Just The Way,Parmalee 
2021-02-13,55,Beers And Sunshine,Darius Rucker
2021-02-13,56,Down To One,Luke Bryan
2021-02-13,57,What's Your Country Song,Thomas Rhett
2021-02-13,58,Beat Box,SpotemGottem 
2021-02-13,59,Diamonds,Sam Smith
2021-02-13,60,The Good Ones,Gabby Barrett
2021-02-13,61,Golden,Harry Styles
2021-02-13,62,Buss It,Erica Banks
2021-02-13,63,Goosebumps,Travis Scott 
2021-02-13,64,Monsters,All Time Low 
2021-02-13,65,Long Live,Florida Georgia Line
2021-02-13,66,Tyler Herro,Jack Harlow
2021-02-13,67,Cover Me Up,Morgan Wallen
2021-02-13,68,Forever After All,Luke Combs
2021-02-13,69,Back To The Streets,Saweetie 
2021-02-13,70,Still Trappin',Lil Durk 
2021-02-13,71,Gravity,Brent Faiyaz 
2021-02-13,72,Bichota,Karol G
2021-02-13,73,Bad Boy,Juice WRLD 
2021-02-13,74,Baila Conmigo,Selena Gomez With Rauw Alejandro
2021-02-13,75,Lady,Brett Young
2021-02-13,76,Still Goin Down,Morgan Wallen
2021-02-13,77,865,Morgan Wallen
2021-02-13,78,So Done,The Kid LAROI
2021-02-13,79,Warning,Morgan Wallen
2021-02-13,80,Holiday,Lil Nas 
2021-02-13,81,Hell Of A View,Eric Church
2021-02-13,82,Girl Like Me,Black Eyed Peas 
2021-02-13,83,Momma's House,Dustin Lynch
2021-02-13,84,"Big, Big Plans",Chris Lane
2021-02-13,85,Monster,Shawn Mendes 
2021-02-13,86,Heat Waves,Glass Animals
2021-02-13,87,Stay Down,"Lil Durk, 6LACK "
2021-02-13,88,Somebody Like That,Tenille Arts
2021-02-13,89,Skin,Sabrina Carpenter
2021-02-13,90,Moonwalking In Calabasas,DDG
2021-02-13,91,Kanye Krazy,Lil Durk
2021-02-13,92,Pick Up Your Feelings,Jazmine Sullivan
2021-02-13,93,You Got It,VEDO
2021-02-13,94,One Too Many,Keith Urban Duet With P!nk
2021-02-13,95,Backdoor,Lil Durk
2021-02-13,96,Fake Woke,Tom MacDonald
2021-02-13,97,Prisoner,Miley Cyrus 
2021-02-13,98,Dangerous,Morgan Wallen
2021-02-13,99,Almost Maybes,Jordan Davis
2021-02-13,100,Mr. Right Now,21 Savage 
2021-02-20,1,Drivers License,Olivia Rodrigo
2021-02-20,2,Up,Cardi B
2021-02-20,3,Blinding Lights,The Weeknd
2021-02-20,4,Save Your Tears,The Weeknd
2021-02-20,5,Mood,24kGoldn 
2021-02-20,6,34+35,Ariana Grande
2021-02-20,7,Go Crazy,Chris Brown 
2021-02-20,8,Levitating,Dua Lipa 
2021-02-20,9,Positions,Ariana Grande
2021-02-20,10,What You Know Bout Love,Pop Smoke
2021-02-20,11,Whoopty,CJ
2021-02-20,12,For The Night,Pop Smoke 
2021-02-20,13,Good Days,SZA
2021-02-20,14,Holy,Justin Bieber 
2021-02-20,15,Therefore I Am,Billie Eilish
2021-02-20,16,Lonely,Justin Bieber 
2021-02-20,17,Back In Blood,Pooh Shiesty 
2021-02-20,18,Better Together,Luke Combs
2021-02-20,19,Dakiti,Bad Bunny 
2021-02-20,20,I Hope,Gabby Barrett 
2021-02-20,21,Body,Megan Thee Stallion
2021-02-20,22,Streets,Doja Cat
2021-02-20,23,Bang!,AJR
2021-02-20,24,You Broke Me First.,Tate McRae
2021-02-20,25,My Ex's Best Friend,Machine Gun Kelly 
2021-02-20,26,You're Mines Still,Yung Bleu 
2021-02-20,27,Lemonade,Internet Money 
2021-02-20,28,Cry Baby,Megan Thee Stallion 
2021-02-20,29,Willow,Taylor Swift
2021-02-20,30,Laugh Now Cry Later,Drake 
2021-02-20,31,On Me,Lil Baby
2021-02-20,32,Before You Go,Lewis Capaldi
2021-02-20,33,Throat Baby (Go Baby),BRS Kash
2021-02-20,34,Anyone,Justin Bieber
2021-02-20,35,Good Time,Niko Moon
2021-02-20,36,Wasted On You,Morgan Wallen
2021-02-20,37,Time Today,Moneybagg Yo
2021-02-20,38,Sand In My Boots,Morgan Wallen
2021-02-20,39,Hole In The Bottle,Kelsea Ballerini
2021-02-20,40,Starting Over,Chris Stapleton
2021-02-20,41,Best Friend,Saweetie 
2021-02-20,42,Just The Way,Parmalee 
2021-02-20,43,Dynamite,BTS
2021-02-20,44,Without You,The Kid LAROI
2021-02-20,45,Put Your Records On,Ritt Momney
2021-02-20,46,Beers And Sunshine,Darius Rucker
2021-02-20,47,Damage,H.E.R.
2021-02-20,48,Kings & Queens,Ava Ma
2021-02-20,49,Rockstar,DaBaby 
2021-02-20,50,Down To One,Luke Bryan
2021-02-20,51,Neighbors,Pooh Shiesty 
2021-02-20,52,Somebody's Problem,Morgan Wallen
2021-02-20,53,Beat Box,SpotemGottem 
2021-02-20,54,What's Your Country Song,Thomas Rhett
2021-02-20,55,GNF (OKOKOK),Polo G
2021-02-20,56,The Good Ones,Gabby Barrett
2021-02-20,57,Afterglow,Ed Sheeran
2021-02-20,58,Golden,Harry Styles
2021-02-20,59,Goosebumps,Travis Scott 
2021-02-20,60,Buss It,Erica Banks
2021-02-20,61,Long Live,Florida Georgia Line
2021-02-20,62,Monsters,All Time Low 
2021-02-20,63,Glad You Exist,Dan + Shay
2021-02-20,64,Provide,G-Eazy 
2021-02-20,65,Tyler Herro,Jack Harlow
2021-02-20,66,Cover Me Up,Morgan Wallen
2021-02-20,67,Forever After All,Luke Combs
2021-02-20,68,Lady,Brett Young
2021-02-20,69,Heat Waves,Glass Animals
2021-02-20,70,Happy Does,Kenny Chesney
2021-02-20,71,Girl Like Me,Black Eyed Peas 
2021-02-20,72,Momma's House,Dustin Lynch
2021-02-20,73,Hell Of A View,Eric Church
2021-02-20,74,So Done,The Kid LAROI
2021-02-20,75,Back To The Streets,Saweetie 
2021-02-20,76,865,Morgan Wallen
2021-02-20,77,Finesse Out The Gang Way,Lil Durk 
2021-02-20,78,Bichota,Karol G
2021-02-20,79,Somebody Like That,Tenille Arts
2021-02-20,80,Still Trappin',Lil Durk 
2021-02-20,81,Box Of Churches,Pooh Shiesty 
2021-02-20,82,My Head And My Heart,Ava Ma
2021-02-20,83,Bad Boy,Juice WRLD 
2021-02-20,84,No More Parties,Coi Leray 
2021-02-20,85,Moonwalking In Calabasas,DDG
2021-02-20,86,"Big, Big Plans",Chris Lane
2021-02-20,87,Bandido,Myke Towers 
2021-02-20,88,You Got It,VEDO
2021-02-20,89,Pick Up Your Feelings,Jazmine Sullivan
2021-02-20,90,Dangerous,Morgan Wallen
2021-02-20,91,Monster,Shawn Mendes 
2021-02-20,92,One Too Many,Keith Urban Duet With P!nk
2021-02-20,93,Warning,Morgan Wallen
2021-02-20,94,Still Goin Down,Morgan Wallen
2021-02-20,95,Lifestyle,Jason Derulo 
2021-02-20,96,Almost Maybes,Jordan Davis
2021-02-20,97,Masterpiece,DaBaby
2021-02-20,98,Prisoner,Miley Cyrus 
2021-02-20,99,Skin,Sabrina Carpenter
2021-02-20,100,Quicksand,Morray
2021-02-27,1,Drivers License,Olivia Rodrigo
2021-02-27,2,34+35,Ariana Grande
2021-02-27,3,Calling My Phone,Lil Tjay 
2021-02-27,4,Blinding Lights,The Weeknd
2021-02-27,5,Up,Cardi B
2021-02-27,6,Save Your Tears,The Weeknd
2021-02-27,7,Mood,24kGoldn 
2021-02-27,8,Go Crazy,Chris Brown 
2021-02-27,9,Levitating,Dua Lipa 
2021-02-27,10,Positions,Ariana Grande
2021-02-27,11,Love Story (Taylor's Version),Taylor Swift
2021-02-27,12,What You Know Bout Love,Pop Smoke
2021-02-27,13,Therefore I Am,Billie Eilish
2021-02-27,14,For The Night,Pop Smoke 
2021-02-27,15,Whoopty,CJ
2021-02-27,16,Back In Blood,Pooh Shiesty 
2021-02-27,17,Holy,Justin Bieber 
2021-02-27,18,Good Days,SZA
2021-02-27,19,I Hope,Gabby Barrett 
2021-02-27,20,Better Together,Luke Combs
2021-02-27,21,Dakiti,Bad Bunny 
2021-02-27,22,Lonely,Justin Bieber 
2021-02-27,23,You Broke Me First.,Tate McRae
2021-02-27,24,You're Mines Still,Yung Bleu 
2021-02-27,25,Willow,Taylor Swift
2021-02-27,26,Body,Megan Thee Stallion
2021-02-27,27,Streets,Doja Cat
2021-02-27,28,Anyone,Justin Bieber
2021-02-27,29,My Ex's Best Friend,Machine Gun Kelly 
2021-02-27,30,Throat Baby (Go Baby),BRS Kash
2021-02-27,31,Bang!,AJR
2021-02-27,32,On Me,Lil Baby
2021-02-27,33,Before You Go,Lewis Capaldi
2021-02-27,34,Lemonade,Internet Money 
2021-02-27,35,Good Time,Niko Moon
2021-02-27,36,Laugh Now Cry Later,Drake 
2021-02-27,37,Starting Over,Chris Stapleton
2021-02-27,38,Best Friend,Saweetie 
2021-02-27,39,Put Your Records On,Ritt Momney
2021-02-27,40,Just The Way,Parmalee 
2021-02-27,41,Cry Baby,Megan Thee Stallion 
2021-02-27,42,Beers And Sunshine,Darius Rucker
2021-02-27,43,Without You,The Kid LAROI
2021-02-27,44,Damage,H.E.R.
2021-02-27,45,Dynamite,BTS
2021-02-27,46,Down To One,Luke Bryan
2021-02-27,47,Buss It,Erica Banks
2021-02-27,48,Long Live,Florida Georgia Line
2021-02-27,49,We're Good,Dua Lipa
2021-02-27,50,Time Today,Moneybagg Yo
2021-02-27,51,What It Feels Like,Nipsey Hussle 
2021-02-27,52,Hole In The Bottle,Kelsea Ballerini
2021-02-27,53,Wasted On You,Morgan Wallen
2021-02-27,54,Beat Box,SpotemGottem 
2021-02-27,55,The Good Ones,Gabby Barrett
2021-02-27,56,What's Your Country Song,Thomas Rhett
2021-02-27,57,Sand In My Boots,Morgan Wallen
2021-02-27,58,Golden,Harry Styles
2021-02-27,59,Monsters,All Time Low 
2021-02-27,60,Goosebumps,Travis Scott 
2021-02-27,61,My Head And My Heart,Ava Ma
2021-02-27,62,Tyler Herro,Jack Harlow
2021-02-27,63,Lady,Brett Young
2021-02-27,64,Heat Waves,Glass Animals
2021-02-27,65,Afterglow,Ed Sheeran
2021-02-27,66,Forever After All,Luke Combs
2021-02-27,67,Girl Like Me,Black Eyed Peas 
2021-02-27,68,Astronaut In The Ocean,Masked Wolf
